Sensor ID,segment number,Xorig,Yorig,Zorig,Xend,Yend,Zend,Z Vector X Rel Angle,Z Vector Y Rel Angle,Z Vector Z Rel Angle
10577.90825,12,-0.404815,-0.0567952,1.34135,-0.391924,-0.0610491,1.5110259,85.6566946,91.432005,4.5741214
10577.90825,13,-0.391394,-0.057811,1.51193,-0.4068569,-0.0596558,1.6538793,96.2163475,90.7402076,6.2606947
10577.90825,14,-0.40686,-0.0596556,1.65388,-0.435372,-0.0512633,1.9390796,95.7065671,88.322862,5.9493007
10577.90825,15,-0.39192,-0.0610375,1.51106,-0.4034561,-0.2299869,1.5735361,93.6643682,159.3916093,69.7493317
10577.90825,16,-0.403722,-0.231376,1.57329,-0.5048438,-0.5464725,1.5890042,107.7719416,162.0075077,87.2813151
10577.90825,17,-0.504934,-0.546982,1.58894,-0.6868388,-0.7944868,1.5984066,126.294229,143.6488065,88.2347185
10577.90825,18,-0.686922,-0.794761,1.59839,-0.7344013,-0.8593491,1.6008685,126.2998451,143.6428138,88.2290263
10577.90825,19,-0.391591,-0.0570609,1.51167,-0.3700074,0.1071751,1.58337,83.1323093,24.5091547,66.5948738
10577.90825,20,-0.370014,0.107181,1.58337,-0.4274051,0.4283631,1.6408731,99.9757297,14.195176,80.0046065
10577.90825,21,-0.427383,0.428898,1.64095,-0.5429621,0.7096156,1.6886646,112.0925014,24.0097824,81.0677183
10577.90825,22,-0.542964,0.709622,1.68867,-0.5731272,0.782883,1.7011224,112.092254,24.0095008,81.0677183
10577.91663,0,-0.401099,-0.0613517,0.968446,-0.4056493,-0.0569243,1.1461727,91.4661642,88.5734513,2.0451747
10577.91663,1,-0.401275,-0.0609685,0.968949,-0.3961349,0.0531241,0.9662181,87.421209,2.9207153,91.3697804
10577.91663,2,-0.396074,0.0533411,0.965927,-0.3562277,0.109035,0.5126465,85.013547,83.0218975,171.4090545
10577.91663,3,-0.356228,0.109035,0.512642,-0.3214828,0.1575794,0.1172814,85.0148641,83.0265731,171.4136585
10577.91663,4,-0.321478,0.157586,0.117253,-0.2490922,0.131587,0.0579771,41.8029226,105.5300062,127.6208906
10577.91663,5,-0.249088,0.131596,0.0579387,-0.5030812,0.2286744,0.0227791,157.8779844,69.2634199,97.3677272
10577.91663,6,-0.401099,-0.061352,0.968446,-0.4062185,-0.1754471,0.9711113,92.5684789,177.1041284,88.663151
10577.91663,7,-0.406028,-0.175859,0.970602,-0.3667954,-0.2495772,0.5198484,85.0905358,99.2537985,169.5041171
10577.91663,8,-0.366672,-0.249844,0.519344,-0.3325512,-0.3139063,0.126145,85.1046708,99.219608,169.5412964
10577.91663,9,-0.332529,-0.313951,0.125972,-0.2548032,-0.3171926,0.0678561,36.8283381,91.9130146,126.7616852
10577.91663,10,-0.254801,-0.317192,0.0678582,-0.5257638,-0.3027465,0.0285708,171.2182272,86.9798761,98.2383852
10577.91663,11,-0.406507,-0.0560296,1.17214,-0.4032433,-0.0554077,1.3411834,88.8939394,89.7892364,1.1257016
10577.91663,12,-0.403868,-0.057278,1.34202,-0.3930505,-0.0609702,1.5118538,86.3563634,91.2428888,3.8502163
10577.91663,13,-0.392591,-0.0578114,1.51287,-0.4071671,-0.0592753,1.6549176,95.8585556,90.5873722,5.888181
10577.91663,14,-0.40717,-0.0592751,1.65491,-0.4335708,-0.0543084,1.9403929,95.2827557,89.0075359,5.3755702
10577.91663,15,-0.393048,-0.0609588,1.51188,-0.4044193,-0.2296731,1.5750182,93.6119515,159.1805378,69.5251619
10577.91663,16,-0.404669,-0.231011,1.57474,-0.5102282,-0.5445975,1.5914473,108.5796702,161.1804066,87.1093592
10577.91663,17,-0.510315,-0.545085,1.59138,-0.6975387,-0.788592,1.6008203,127.5345703,142.409425,88.2396368
10577.91663,18,-0.69762,-0.788854,1.6008,-0.7464874,-0.8523986,1.6032725,127.5402785,142.4034142,88.2333657
10577.91663,19,-0.392787,-0.0570561,1.51267,-0.3730087,0.1081673,1.5826006,83.7091832,23.7423848,67.2055057
10577.91663,20,-0.373016,0.108174,1.5826,-0.4323432,0.4289911,1.6401759,100.3158858,14.4504063,79.9918069
10577.91663,21,-0.43233,0.429515,1.64027,-0.5554267,0.7071481,1.6872225,113.6135666,25.3861436,81.211528
10577.91663,22,-0.555428,0.707152,1.68723,-0.5875531,0.7796081,1.6994836,113.6133165,25.3858763,81.21147
10577.925,0,-0.402212,-0.0625456,0.969245,-0.4079373,-0.056921,1.1469038,91.8448819,88.1875984,2.5867926
10577.925,1,-0.402311,-0.0622571,0.969686,-0.397396,0.0518254,0.9662172,87.5341797,3.0180475,91.7399736
10577.925,2,-0.397257,0.0519349,0.966072,-0.3555931,0.1082294,0.5130294,84.7854775,82.9462738,171.2122246
10577.925,3,-0.355592,0.108228,0.513029,-0.3192714,0.1573158,0.1178775,84.7882218,82.9481212,171.2152254
10577.925,4,-0.319268,0.157318,0.117863,-0.2460029,0.1325184,0.0591562,41.0185619,104.796755,127.1981215
10577.925,5,-0.246,0.132524,0.0591373,-0.5017202,0.2241655,0.0219622,158.8569845,70.473549,97.7926224
10577.925,6,-0.402212,-0.0625457,0.969245,-0.407112,-0.1766304,0.9726619,92.4582847,177.0027001,88.2860677
10577.925,7,-0.407,-0.176946,0.972217,-0.3663733,-0.2505776,0.5215725,84.9156345,99.242827,169.4295218
10577.925,8,-0.3663,-0.250784,0.521135,-0.3309061,-0.3148347,0.1280467,84.9215478,99.2179247,169.4542246
10577.925,9,-0.33089,-0.314872,0.127898,-0.2530157,-0.3181299,0.0699821,36.6819381,91.9226514,126.6145694
10577.925,10,-0.253015,-0.31813,0.0699844,-0.5238714,-0.3035894,0.0300042,171.0737937,86.9599724,98.3847085
10577.925,11,-0.40893,-0.0558875,1.17272,-0.4060173,-0.0548609,1.3417678,89.0128939,89.6521116,1.0471332
10577.925,12,-0.406543,-0.0568055,1.34239,-0.3953178,-0.0608087,1.5121903,86.2188113,91.3476236,4.0147986
10577.925,13,-0.394885,-0.0576169,1.51305,-0.4062733,-0.0594821,1.6553839,94.5741614,90.7483786,4.6354975
10577.925,14,-0.406275,-0.0594819,1.65538,-0.4332445,-0.0570541,1.9408425,95.3968915,89.5148863,5.4188194
10577.925,15,-0.395314,-0.0607972,1.51223,-0.4055208,-0.2296057,1.5753155,93.241668,159.2648494,69.5430195
10577.925,16,-0.40575,-0.230961,1.57507,-0.517025,-0.5425971,1.591168,109.6258158,160.1613411,87.2148613
10577.925,17,-0.517109,-0.54309,1.59111,-0.7071427,-0.7844781,1.5986233,128.1982214,141.7664829,88.5990359
10577.925,18,-0.707222,-0.78474,1.5986,-0.7568232,-0.8477313,1.6005686,128.2043458,141.7601878,88.5934421
10577.925,19,-0.395094,-0.0569107,1.5129,-0.3761565,0.1085567,1.5824853,83.9776154,23.5492473,67.3243463
10577.925,20,-0.376165,0.108563,1.58249,-0.4390593,0.4286996,1.6400676,100.9435636,14.9147171,79.991516
10577.925,21,-0.439054,0.42922,1.64016,-0.570811,0.7031608,1.6852613,115.3880679,26.9472649,81.560616
10577.925,22,-0.570813,0.703165,1.68527,-0.6051982,0.7746575,1.6970404,115.3878142,26.947012,81.560616
10577.93325,0,-0.402592,-0.060785,0.968968,-0.4093185,-0.0555213,1.1466028,92.1676382,88.3039004,2.7528485
10577.93325,1,-0.402709,-0.0604607,0.969512,-0.3977235,0.0536261,0.9662914,87.4988121,2.9775111,91.6154737
10577.93325,2,-0.397577,0.0538634,0.965963,-0.3567012,0.1081559,0.5126046,84.8843762,83.1983248,171.4745071
10577.93325,3,-0.356701,0.108156,0.512604,-0.3210681,0.1554825,0.1171751,84.8871604,83.2023639,171.4795329
10577.93325,4,-0.321063,0.155489,0.117144,-0.2486038,0.1294702,0.0579665,41.7378985,105.5420784,127.5476493
10577.93325,5,-0.248598,0.12948,0.0579217,-0.5025056,0.2266568,0.0224163,157.8305626,69.2414243,97.4405846
10577.93325,6,-0.402592,-0.0607851,0.968968,-0.4075612,-0.1748745,0.9721168,92.4929925,177.0479675,88.4205679
10577.93325,7,-0.407428,-0.175236,0.971567,-0.366204,-0.2497757,0.521126,84.8406846,99.3578419,169.2917339
10577.93325,8,-0.366116,-0.250014,0.520589,-0.3302077,-0.3148372,0.1276739,84.8475362,99.3300862,169.3195219
10577.93325,9,-0.330188,-0.314881,0.127493,-0.2523294,-0.3181383,0.0695558,36.6974731,91.9222788,126.6302037
10577.93325,10,-0.252327,-0.318138,0.0695581,-0.5231939,-0.3035987,0.0296478,171.0878367,86.9602478,98.3699405
10577.93325,11,-0.410475,-0.0545668,1.17262,-0.4081996,-0.0538874,1.3416793,89.2288844,89.7697792,0.8062297
10577.93325,12,-0.408729,-0.0559009,1.34263,-0.397805,-0.0602256,1.512442,86.3204401,91.4558763,3.9579306
10577.93325,13,-0.397402,-0.0571236,1.51324,-0.4058801,-0.0594334,1.6557704,93.4036405,90.9268111,3.5278559
10577.93325,14,-0.405882,-0.0594334,1.65577,-0.4291191,-0.055672,1.9415462,94.648221,89.2484011,4.7086536
10577.93325,15,-0.397802,-0.0602143,1.51247,-0.4074628,-0.2294022,1.5746181,93.0680736,159.6077287,69.8602577
10577.93325,16,-0.40768,-0.230743,1.57442,-0.5230164,-0.540877,1.5909363,110.3732857,159.4095227,87.1424261
10577.93325,17,-0.523097,-0.541362,1.59088,-0.7163823,-0.780158,1.5982862,128.9738033,140.9921744,88.6190151
10577.93325,18,-0.71646,-0.780416,1.59828,-0.7669097,-0.8427307,1.6002198,128.9799206,140.9858028,88.6140805
10577.93325,19,-0.397642,-0.0563134,1.51327,-0.3795443,0.1090732,1.5832701,84.245627,23.6134105,67.181576
10577.93325,20,-0.379553,0.10908,1.58327,-0.4435061,0.4291235,1.6401956,101.1301318,14.977143,80.1059965
10577.93325,21,-0.443507,0.429645,1.6403,-0.5826323,0.7002202,1.6835525,116.9185877,28.300647,81.9089258
10577.93325,22,-0.582634,0.700224,1.68355,-0.6189422,0.7708381,1.694838,116.9183307,28.3004053,81.9088679
10577.94163,0,-0.401823,-0.0610351,0.968177,-0.4091157,-0.0564021,1.145807,92.350187,88.5071787,2.7848726
10577.94163,1,-0.401946,-0.0607021,0.968614,-0.3972714,0.0534089,0.9658135,87.654865,2.7336944,91.4047009
10577.94163,2,-0.397135,0.0535667,0.965506,-0.3569103,0.1088884,0.5122136,84.9660679,83.0687665,171.4190328
10577.94163,3,-0.35691,0.108888,0.512212,-0.3218423,0.1571217,0.1168422,84.9684722,83.0714215,171.4224896
10577.94163,4,-0.321838,0.157128,0.116814,-0.2494749,0.1318681,0.0571919,41.8229464,105.0778354,127.8792218
10577.94163,5,-0.249468,0.131876,0.0571497,-0.5045425,0.2265233,0.0232107,158.486002,69.8056898,97.1105965
10577.94163,6,-0.401823,-0.0610353,0.968177,-0.4064808,-0.1751484,0.9709222,92.3366768,177.2880156,88.6230785
10577.94163,7,-0.406344,-0.175505,0.970481,-0.3660571,-0.2500218,0.5199515,84.9582628,99.3549385,169.3514116
10577.94163,8,-0.36597,-0.250253,0.519513,-0.3308906,-0.3150478,0.1265183,84.9667869,99.3259637,169.3812193
10577.94163,9,-0.330872,-0.315086,0.126368,-0.2528121,-0.3187544,0.0687271,36.4982527,92.1650008,126.4126799
10577.94163,10,-0.252811,-0.318755,0.0687291,-0.5234352,-0.3026279,0.0277958,170.76628,86.6279159,98.586073
10577.94163,11,-0.410353,-0.0555017,1.1717,-0.4086188,-0.0551494,1.3407667,89.4122954,89.8806161,0.600926
10577.94163,12,-0.409151,-0.057057,1.34141,-0.3987544,-0.061434,1.5112539,86.4983146,91.4734718,3.7995403
10577.94163,13,-0.398339,-0.0582022,1.51213,-0.405108,-0.0606224,1.6547499,92.7169469,90.9711068,2.8856467
10577.94163,14,-0.40511,-0.0606224,1.65475,-0.4262179,-0.0570166,1.9406934,94.2214868,89.2794809,4.2824908
10577.94163,15,-0.398751,-0.0614222,1.51129,-0.4072417,-0.2301123,1.5749437,92.6961942,159.1589472,69.3503907
10577.94163,16,-0.407463,-0.231475,1.57468,-0.5309351,-0.5382152,1.5952578,111.881736,157.8005179,86.4389122
10577.94163,17,-0.531021,-0.538711,1.59519,-0.7301728,-0.772555,1.6048408,130.3951172,139.5476663,88.2003645
10577.94163,18,-0.730255,-0.772817,1.60483,-0.782236,-0.8338387,1.6073573,130.4015874,139.5407787,88.1941563
10577.94163,19,-0.398601,-0.0575482,1.51217,-0.3819567,0.108264,1.5815208,84.7091081,23.273823,67.4049849
10577.94163,20,-0.381967,0.108273,1.58152,-0.4520249,0.4267802,1.6398579,102.2082188,15.9728918,79.8579626
10577.94163,21,-0.45203,0.4273,1.63997,-0.5983447,0.6939755,1.6837167,118.432233,29.7980923,81.8158571
10577.94163,22,-0.598347,0.693979,1.68372,-0.6365315,0.7635754,1.695137,118.4319724,29.7978617,81.8157992
10577.95,0,-0.401113,-0.0610961,0.96849,-0.4082776,-0.0563065,1.146121,92.3088942,88.456712,2.777788
10577.95,1,-0.401278,-0.0607898,0.968886,-0.3970477,0.0533352,0.9659541,87.877875,2.5817096,91.4706233
10577.95,2,-0.396952,0.0536047,0.965309,-0.3544984,0.1074264,0.5120391,84.6863502,83.257581,171.4002372
10577.95,3,-0.354499,0.107426,0.512038,-0.3179993,0.1545338,0.1166618,84.7624462,83.2339256,171.4286382
10577.95,4,-0.317993,0.154544,0.116603,-0.2460917,0.129306,0.0564156,42.2299815,105.0644846,128.3030641
10577.95,5,-0.246084,0.129321,0.0563284,-0.5011594,0.2246625,0.0243967,158.4864707,69.6510378,96.6880735
10577.95,6,-0.401112,-0.0610963,0.96849,-0.405323,-0.1752235,0.9713612,92.1124182,177.4425724,88.5598565
10577.95,7,-0.405147,-0.175549,0.970963,-0.3660956,-0.2501736,0.5203423,85.1132736,99.3685847,169.4132928
10577.95,8,-0.365982,-0.250388,0.519949,-0.3320228,-0.3152872,0.1268731,85.1279084,99.3411185,169.4445243
10577.95,9,-0.332004,-0.315323,0.126738,-0.2539311,-0.3190942,0.0691213,36.4853428,92.2257445,126.394883
10577.95,10,-0.25393,-0.319094,0.0691234,-0.5245161,-0.3025411,0.028109,170.7167792,86.5387771,98.6032252
10577.95,11,-0.409503,-0.0554868,1.17216,-0.4085813,-0.055268,1.3412333,89.6876459,89.9258552,0.3241143
10577.95,12,-0.409104,-0.057282,1.34218,-0.4004657,-0.0620228,1.5121125,87.0910699,91.5959798,3.3186761
10577.95,13,-0.400035,-0.0588472,1.51298,-0.4047233,-0.0617687,1.655674,91.8814216,91.1722732,2.2177146
10577.95,14,-0.404724,-0.0617689,1.65567,-0.4256797,-0.0589324,1.9416332,94.1910035,89.4332083,4.2292178
10577.95,15,-0.400463,-0.0620113,1.51214,-0.4089145,-0.2312802,1.5742436,92.6837129,159.6816873,69.8753307
10577.95,16,-0.409137,-0.232625,1.57402,-0.5363024,-0.5377584,1.5959512,112.5717449,157.0762458,86.2043698
10577.95,17,-0.536392,-0.538245,1.5959,-0.7425763,-0.7659401,1.6048781,132.1395787,137.8112949,88.3258484
10577.95,18,-0.742661,-0.766197,1.60486,-0.7964774,-0.8256136,1.6072111,132.1463014,137.8042142,88.3201278
10577.95,19,-0.400342,-0.0582961,1.513,-0.3852009,0.1075372,1.5826441,85.1881407,23.2568515,67.3041016
10577.95,20,-0.385212,0.107545,1.58264,-0.4565477,0.42599,1.6397574,102.434419,16.0119887,80.0723196
10577.95,21,-0.456556,0.426485,1.63987,-0.6064001,0.6914817,1.6818358,119.1832207,30.4220342,82.1511632
10577.95,22,-0.6064,0.691482,1.68183,-0.6455056,0.7606402,1.6927822,119.1830239,30.4218079,82.1511054
10577.95825,0,-0.402255,-0.0634512,0.968368,-0.4090315,-0.0604067,1.1460527,92.18375,89.0190885,2.3942878
10577.95825,1,-0.402387,-0.0631272,0.968786,-0.3981468,0.0510207,0.9669742,87.8729156,2.3133745,90.9087148
10577.95825,2,-0.398081,0.0512431,0.966713,-0.3547531,0.1061545,0.5136567,84.5765942,83.1204209,171.2234828
10577.95825,3,-0.354753,0.106154,0.513656,-0.3176048,0.1542518,0.1184594,84.6691158,83.091045,171.2577206
10577.95825,4,-0.317603,0.154258,0.118434,-0.2453435,0.1288489,0.0587496,41.9145439,105.1690584,127.9258393
10577.95825,5,-0.24534,0.128859,0.0587142,-0.5001642,0.2242589,0.0250014,158.3438071,69.6380209,97.0629636
10577.95825,6,-0.402255,-0.0634513,0.968368,-0.4064798,-0.1776007,0.970124,92.1193614,177.7051524,89.1192776
10577.95825,7,-0.406337,-0.177947,0.969702,-0.3659336,-0.2508007,0.5189112,84.9436472,99.1443308,169.5296245
10577.95825,8,-0.365839,-0.251027,0.518491,-0.3306705,-0.3143708,0.125268,84.9539719,99.1153153,169.5602514
10577.95825,9,-0.330653,-0.314408,0.125123,-0.2526061,-0.3181915,0.0674718,36.5111587,92.232975,126.420227
10577.95825,10,-0.252604,-0.318192,0.067474,-0.5232093,-0.3016635,0.0265769,170.7416748,86.54388,98.5784243
10577.95825,11,-0.410156,-0.0597761,1.17191,-0.4088521,-0.060832,1.3409777,89.5581248,90.3578162,0.5672016
10577.95825,12,-0.409339,-0.0623919,1.34163,-0.4003074,-0.0679568,1.5115171,86.9585207,91.873499,3.5731903
10577.95825,13,-0.399847,-0.064855,1.51246,-0.4029539,-0.0685337,1.6551797,91.246654,91.4761771,1.9329221
10577.95825,14,-0.402955,-0.0685339,1.65518,-0.4212413,-0.0627717,1.9412823,93.6563649,88.8485524,3.8339699
10577.95825,15,-0.400305,-0.0679461,1.51154,-0.4086183,-0.2367105,1.57502,92.639817,159.2253987,69.4092821
10577.95825,16,-0.408849,-0.237945,1.57475,-0.5447832,-0.5391903,1.5978038,114.2241843,155.4071431,86.009774
10577.95825,17,-0.544873,-0.539638,1.59774,-0.7545221,-0.7641611,1.6063508,133.016896,136.9379765,88.3943564
10577.95825,18,-0.754604,-0.764396,1.60634,-0.8093241,-0.822985,1.6085963,133.0232438,136.9312638,88.3878851
10577.95825,19,-0.40009,-0.0647884,1.51229,-0.3846087,0.1009297,1.5821332,85.0797417,23.349256,67.2355828
10577.95825,20,-0.384618,0.100936,1.58213,-0.4563443,0.4193581,1.6388833,102.5036026,16.0263148,80.1362387
10577.95825,21,-0.456345,0.419783,1.63898,-0.6154056,0.6797706,1.6782723,121.1710667,32.2187218,82.6540527
10577.95825,22,-0.615409,0.679777,1.67828,-0.6569199,0.747628,1.6885345,121.1707988,32.2185069,82.6539949
10577.96663,0,-0.4015,-0.0629553,0.969067,-0.4094256,-0.0595252,1.1466971,92.5542725,88.8948219,2.7836931
10577.96663,1,-0.401637,-0.0626825,0.969533,-0.3977876,0.051475,0.9674672,88.0690303,2.1909011,91.0361303
10577.96663,2,-0.397666,0.0517473,0.966875,-0.3550109,0.1083035,0.5139571,84.6610653,82.9133072,171.1107961
10577.96663,3,-0.35501,0.108304,0.513957,-0.3178147,0.1576045,0.1189131,84.6623428,82.9174065,171.1148757
10577.96663,4,-0.317807,0.157614,0.118858,-0.2451777,0.1332798,0.0591745,41.5868888,104.5129016,127.9251856
10577.96663,5,-0.245169,0.133294,0.059095,-0.5016194,0.2242218,0.0253548,159.2841157,70.6317137,97.068737
10577.96663,6,-0.401499,-0.0629556,0.969066,-0.40533,-0.1771149,0.9710622,91.9217284,177.8332115,88.9988027
10577.96663,7,-0.405179,-0.177418,0.970591,-0.3659865,-0.2506411,0.519753,85.0955676,99.1911087,169.5621487
10577.96663,8,-0.365889,-0.250844,0.519296,-0.3317768,-0.3145464,0.1260378,85.1059014,99.1673708,169.5881137
10577.96663,9,-0.331758,-0.314583,0.125884,-0.2537495,-0.3190989,0.0682336,36.5491797,92.6655475,126.4195862
10577.96663,10,-0.253748,-0.319099,0.0682356,-0.52416,-0.2996592,0.0273402,170.4938916,85.9341918,98.5780767
10577.96663,11,-0.410757,-0.0589124,1.17278,-0.4108448,-0.0599394,1.3418528,90.0297602,90.3480408,0.3531955
10577.96663,12,-0.411337,-0.0618563,1.34294,-0.4039827,-0.0677146,1.5128981,87.5237479,91.9722982,3.1667401
10577.96663,13,-0.403529,-0.0645892,1.51364,-0.4032763,-0.0687802,1.6563793,89.8986025,91.6817924,1.6842057
10577.96663,14,-0.403277,-0.0687803,1.65638,-0.4214759,-0.0605873,1.9424286,93.6388542,88.3626992,3.9909961
10577.96663,15,-0.403981,-0.0677032,1.51293,-0.4119117,-0.237244,1.574357,92.518244,159.9316591,70.1038723
10577.96663,16,-0.412136,-0.23855,1.57418,-0.5546236,-0.5367831,1.596821,115.4732084,154.1838425,86.0813292
10577.96663,17,-0.554716,-0.537254,1.59679,-0.7703109,-0.7560938,1.6048856,134.5524582,135.4077488,88.4904368
10577.96663,18,-0.770397,-0.756339,1.60487,-0.8266692,-0.8134443,1.6069895,134.5592929,135.4007307,88.485628
10577.96663,19,-0.403906,-0.0642261,1.51372,-0.3902808,0.1018494,1.5830995,85.670847,23.0613422,67.3951171
10577.96663,20,-0.390292,0.101856,1.5831,-0.4635682,0.4197802,1.64066,102.7782908,16.3353389,79.9945996
10577.96663,21,-0.463586,0.420248,1.64076,-0.6328737,0.6738737,1.6788814,123.4270624,34.3793566,82.8741022
10577.96663,22,-0.632879,0.673881,1.67888,-0.6770589,0.7400717,1.6888288,123.4267877,34.3790522,82.8741022
10577.97488,0,-0.399073,-0.0602568,0.969903,-0.4067085,-0.0569621,1.1475484,92.4607278,88.9384777,2.6803153
10577.97488,1,-0.399202,-0.0598947,0.970502,-0.396049,0.0542851,0.9684915,88.4184414,1.8760285,91.0083718
10577.97488,2,-0.395929,0.0544866,0.968259,-0.3540973,0.1073328,0.5148167,84.7644082,83.3803401,171.545527
10577.97488,3,-0.354097,0.107333,0.514815,-0.3176285,0.1534,0.1193133,84.7669398,83.3840893,171.5502048
10577.97488,4,-0.317623,0.153405,0.119291,-0.2450714,0.1276619,0.0601062,41.6558985,105.3733109,127.5530694
10577.97488,5,-0.245067,0.127671,0.0600745,-0.4993645,0.2238326,0.0245963,158.0474852,69.4681507,97.4348642
10577.97488,6,-0.399073,-0.0602571,0.969902,-0.4022111,-0.1744386,0.9718356,91.5740443,178.1504105,89.030194
10577.97488,7,-0.402066,-0.174844,0.971228,-0.3644601,-0.2497445,0.5205303,85.294562,99.4035448,169.4658139
10577.97488,8,-0.364364,-0.250009,0.519938,-0.3316193,-0.3151273,0.1267954,85.302553,99.37294,169.4968855
10577.97488,9,-0.331599,-0.315175,0.126596,-0.2539749,-0.3194378,0.0684099,36.928395,92.5160647,126.8134106
10577.97488,10,-0.253973,-0.319438,0.0684126,-0.5247176,-0.3008225,0.0293756,170.9243744,86.106845,98.1855322
10577.97488,11,-0.407991,-0.0562195,1.17357,-0.4085417,-0.0570143,1.3426433,90.1866224,90.2693502,0.3241143
10577.97488,12,-0.408964,-0.0585543,1.34359,-0.4027936,-0.0638165,1.5136146,87.92259,91.7715526,2.7312906
10577.97488,13,-0.402506,-0.0611668,1.51448,-0.4004699,-0.0650419,1.6572139,89.1830434,91.5549806,1.7567241
10577.97488,14,-0.400471,-0.0650419,1.65721,-0.4183748,-0.0568763,1.9432781,93.5797682,88.3681732,3.9346197
10577.97488,15,-0.402792,-0.0638071,1.51364,-0.4093284,-0.2332186,1.5755854,92.0752772,159.8124447,69.9287763
10577.97488,16,-0.409486,-0.234345,1.57537,-0.5536185,-0.5317426,1.5985844,115.78873,153.8539895,85.981929
10577.97488,17,-0.553688,-0.532142,1.59853,-0.7732232,-0.7470667,1.605545,135.5927385,134.3773626,88.6919842
10577.97488,18,-0.773291,-0.747274,1.60553,-0.8305909,-0.8033579,1.6073684,135.5991254,134.3707897,88.6864938
10577.97488,19,-0.402806,-0.0604399,1.51446,-0.3915096,0.1062058,1.5828841,86.4118732,22.5948136,67.7232307
10577.97488,20,-0.391522,0.106215,1.58288,-0.4716842,0.422375,1.6409764,104.0024863,17.3872213,79.9003914
10577.97488,21,-0.471713,0.422826,1.64108,-0.6492482,0.6708055,1.6788284,125.2898475,36.2015824,82.9441954
10577.97488,22,-0.649252,0.670811,1.67883,-0.6955844,0.7355282,1.6886815,125.2896369,36.2012914,82.9441954
10577.98325,0,-0.400199,-0.0627624,0.968754,-0.4091149,-0.0599189,1.1463475,92.8737057,89.0838645,3.0169591
10577.98325,1,-0.400272,-0.0624749,0.969102,-0.396588,0.0516946,0.9674356,88.1520512,2.0274374,90.835786
10577.98325,2,-0.396389,0.0519526,0.966771,-0.3559567,0.1076241,0.51354,84.9400292,83.0247259,171.3677288
10577.98325,3,-0.355957,0.107624,0.513538,-0.320713,0.1561552,0.1182202,84.9431065,83.0284779,171.3726928
10577.98325,4,-0.320704,0.156166,0.118159,-0.2484884,0.1308628,0.0583767,41.9532971,105.104302,127.9990929
10577.98325,5,-0.248476,0.130877,0.0582861,-0.5034729,0.2259325,0.0249081,158.4418307,69.7147618,96.9924759
10577.98325,6,-0.400199,-0.0627625,0.968754,-0.4038681,-0.1769332,0.9703644,91.840508,177.9904563,89.1923148
10577.98325,7,-0.403782,-0.177236,0.970014,-0.3643314,-0.2514915,0.5193676,85.0631908,99.3218412,169.4307712
10577.98325,8,-0.364279,-0.251689,0.519024,-0.3298974,-0.3162763,0.1259337,85.0671646,99.2958302,169.45579
10577.98325,9,-0.329885,-0.316308,0.125817,-0.2517049,-0.3204399,0.0683707,36.3788302,92.4387348,126.270134
10577.98325,10,-0.251704,-0.32044,0.0683721,-0.5221075,-0.3024257,0.0267731,170.4831429,86.2327644,98.7267902
10577.98325,11,-0.410568,-0.0593881,1.17234,-0.4114777,-0.0605802,1.3414094,90.3082917,90.4039632,0.5060243
10577.98325,12,-0.411963,-0.062223,1.34236,-0.4053072,-0.0678209,1.5123557,87.7590549,91.8846089,2.928576
10577.98325,13,-0.404856,-0.0648524,1.51329,-0.4006228,-0.06907,1.6559659,88.3012579,91.6924483,2.3983988
10577.98325,14,-0.400623,-0.0690701,1.65596,-0.4155928,-0.0617782,1.94222,92.9925553,88.5428055,3.3295456
10577.98325,15,-0.405305,-0.0678101,1.51239,-0.4122068,-0.2363901,1.576526,92.1913587,159.0609304,69.1866971
10577.98325,16,-0.41243,-0.237595,1.57629,-0.5662851,-0.5298578,1.6021644,117.6714627,151.9058558,85.5206265
10577.98325,17,-0.566378,-0.530292,1.60211,-0.7903461,-0.7405727,1.6097187,136.786641,133.1781452,88.5812516
10577.98325,18,-0.790429,-0.740796,1.60971,-0.8488861,-0.7956672,1.6117041,136.7935031,133.1710743,88.5752681
10577.98325,19,-0.405168,-0.0647188,1.51313,-0.3929298,0.1011233,1.5833216,86.1122834,23.2497402,67.1156077
10577.98325,20,-0.392941,0.10113,1.58332,-0.4715229,0.4178062,1.6407611,103.7209869,17.0859676,80.0154858
10577.98325,21,-0.47154,0.418223,1.64085,-0.6606251,0.6572621,1.6801533,127.973504,38.9357661,82.6519729
10577.98325,22,-0.660635,0.657274,1.68014,-0.7099816,0.719658,1.6903974,127.9732133,38.9354926,82.6519152
10577.99163,0,-0.400163,-0.0633829,0.970274,-0.4091804,-0.060947,1.1478686,92.9064403,89.2151837,3.0104203
10577.99163,1,-0.400282,-0.0630828,0.9708,-0.3968359,0.0510973,0.9693766,88.2713934,1.8707706,90.7138838
10577.99163,2,-0.396662,0.0513126,0.968835,-0.3556119,0.1064477,0.5155939,84.8624991,83.092257,171.376131
10577.99163,3,-0.355611,0.106448,0.515594,-0.3198239,0.1545162,0.1202686,84.8649728,83.0953159,171.3799529
10577.99163,4,-0.319817,0.154525,0.120218,-0.2474138,0.1288648,0.0608158,41.7875341,105.3225707,127.7150608
10577.99163,5,-0.247404,0.128876,0.0607446,-0.501837,0.2249572,0.0260261,158.123322,69.486076,97.2747805
